"uniqueID","docDate","caseName","Appeal_Dockets","Full_Cite","PrecedentialStatus","enBanc","url","DispGeneral","Orig_Trib_Dockets"
15531,"2016-11-29","MICROGRAFX, LLC v. GOOGLE INC. [OPINION]","2015-02091;2015-02092","660 F. App'x 987","Nonprecedential","No","","Affirmed",""
15532,"2016-11-29","APPLE, INC. v. AMERANTH [OPINION]","2015-01703;2015-01704;2015-01792;2015-01793","842 F.3d 1229","Precedential","No","","Affirmed-in-part",""
15533,"2016-11-30","MICROSOFT CORPORATION v. ENFISH, LLC [OPINION]","2015-01734;2015-01736;2015-01737;2015-01738;2015-01739;2015-01740;2015-01741;2015-01742;2015-01816;2015-01817;2015-01818;2015-01819","662 F. App'x 981","Nonprecedential","No","","Affirmed",""
15534,"2016-12-02","DAKO DENMARK A/S v. LEICA BIOSYSTEMS MELBOURNE [OPINION]","2015-01997;2016-01000","662 F. App'x 990","Nonprecedential","No","","Affirmed",""
15535,"2016-12-07","IN RE: NUVASIVE, INC. [OPINION]","2015-01670","842 F.3d 1376","Precedential","No","","Vacated",""
15536,"2016-12-08","SECURUS TECHNOLOGIES, INC. v. GLOBAL TEL LINK CORPORATION [RULE 36 JUDGMENT]","2016-01372;2016-01373","671 F. App'x 780","Nonprecedential","No","","Affirmed",""
15537,"2016-12-08","CSP TECHNOLOGIES, INC. v. CLARIANT CORPORATION [RULE 36 JUDGMENT]","2015-02062","671 F. App'x 779","Nonprecedential","No","","Affirmed",""
15538,"2016-12-09","VIRNETX INC. v. APPLE INC. [OPINION]","2016-01211;2016-01213;2016-01279;2016-01281","671 F. App'x 786","Nonprecedential","No","","Affirmed",""
15539,"2016-12-09","VIRNETX INC. v. APPLE, INC. [OPINION]","2016-01480","671 F. App'x 789","Nonprecedential","No","","Affirmed",""
15540,"2016-12-09","VIRNETX INC. v. APPLE INC. [OPINION]","2015-01934;2015-01935","665 F. App'x 880","Nonprecedential","No","","Affirmed",""
15542,"2016-12-09","UUSI, LLC v. WEBASTO ROOF SYSTEMS, INC. [RULE 36 JUDGMENT]","2016-01517","671 F. App'x 790","Nonprecedential","No","","Affirmed",""
15543,"2016-12-09","INTELLECTUAL VENTURES II LLC v. COMPASS BANK [RULE 36 JUDGMENT]","2016-01416","671 F. App'x 788","Nonprecedential","No","","Affirmed",""
15544,"2016-12-09","INTELLECTUAL VENTURES I LLC v. MOTOROLA MOBILITY LLC [RULE 36 JUDGMENT]","2016-01360","671 F. App'x 787","Nonprecedential","No","","Affirmed",""
15548,"2016-12-13","IN RE: CELGARD, LLC [RULE 36 JUDGMENT]","2016-01218","671 F. App'x 797","Nonprecedential","No","","Affirmed",""
15550,"2016-12-20","LEAR CORPORATION v. NHK SEATING OF AMERICA, INC. [RULE 36 JUDGMENT]","2016-01716;2016-01717;2016-01721;2016-01722","671 F. App'x 1040","Nonprecedential","No","","Affirmed",""
15551,"2016-12-20","WILDCAT LICENSING WI, LLC v. ADIENT PLC [RULE 36 JUDGMENT]","2016-01422;2016-01425","671 F. App'x 1040","Nonprecedential","No","","Affirmed",""
15552,"2016-12-21","CTP INNOVATIONS, LLC v. EASTMAN KODAK COMPANY [RULE 36 JUDGMENT]","2016-01665","671 F. App'x 801","Nonprecedential","No","","Affirmed",""
15553,"2016-12-22","RUDOLPH TECHNOLOGIES, INC. v. CAMTEK, LTD. [OPINION]","2015-01418","666 F. App'x 925","Nonprecedential","No","","Affirmed-in-part",""
15554,"2016-12-22","D'AGOSTINO v. MASTERCARD INTERNATIONAL [OPINION]","2016-01592;2016-01593","844 F.3d 945","Precedential","No","","Vacated",""
15555,"2017-01-03","IN RE: ETHICON, INC. [OPINION]","2015-01696","844 F.3d 1344","Precedential","No","","Affirmed",""
15556,"2017-01-03","IN RE: VAN OS [OPINION]","2015-01975","844 F.3d 1359","Precedential","No","","Vacated",""
15560,"2017-01-09","IN RE: CHUDIK [OPINION]","2016-01487","674 F. App'x 1011","Nonprecedential","No","","Reversed",""
15561,"2017-01-09","PHIGENIX, INC. v. IMMUNOGEN, INC. [OPINION]","2016-01544","845 F.3d 1168","Precedential","No","","Dismissed",""
15562,"2017-01-10","LEAK SURVEYS, INC. v. FLIR SYSTEMS, INC. [RULE 36 JUDGMENT]","2016-01299;2016-01300","672 F. App'x 995","Nonprecedential","No","","Affirmed",""
15563,"2017-01-11","AMERICA'S COLLECTIBLES NETWORK v. THE JEWELRY CHANNEL, INC. USA [RULE 36 JUDGMENT]","2016-01521","672 F. App'x 997","Nonprecedential","No","","Affirmed",""
15564,"2017-01-13","UTILITY ASSOCIATES, INC. v. DIGITAL ALLY, INC. [RULE 36 JUDGMENT]","2016-01626","672 F. App'x 1000","Nonprecedential","No","","Affirmed",""
15565,"2017-01-18","IN RE: CHUDIK [RULE 36 JUDGMENT]","2016-01902","673 F. App'x 1005","Nonprecedential","No","","Affirmed",""
15566,"2017-01-18","MONKEYMEDIA, INC v. BUENA VISTA HOME ENTERTAINMENT [RULE 36 JUDGMENT]","2016-01558","673 F. App'x 1004","Nonprecedential","No","","Affirmed",""
15567,"2017-01-18","MONEYCAT LTD. v. EBAY INC. [RULE 36 JUDGMENT]","2016-01399;2016-01405;2016-01408","673 F. App'x 1008","Nonprecedential","No","","Affirmed",""
15568,"2017-01-18","ZOND LLC v. GILLETTE COMPANY [RULE 36 JUDGMENT]","2016-01327;2016-01328;2016-01419;2016-01420","673 F. App'x 1006","Nonprecedential","No","","Affirmed",""
15569,"2017-01-18","ZOND LLC v. ADVANCED MICRO DEVICES, INC. [RULE 36 JUDGMENT]","2016-01393;2016-01394;2016-01395;2016-01398","673 F. App'x 1007","Nonprecedential","No","","Affirmed",""
15570,"2017-01-18","ZOND LLC v. ADVANCED MICRO DEVICES, INC. [RULE 36 JUDGMENT]","2016-01423;2016-01424;2016-01427;2016-01428;2016-01429","673 F. App'x 1003","Nonprecedential","No","","Affirmed",""
15572,"2017-01-26","IN RE: SCHWEICKERT [OPINION]","2016-01266","676 F. App'x 988","Nonprecedential","No","","Vacated",""
15573,"2017-01-27","CHAN v. YANG [RULE 36 JUDGMENT]","2016-01214","673 F. App'x 1009","Nonprecedential","No","","Affirmed",""
15574,"2017-01-27","ADA SOLUTIONS, INC. v. ENGINEERED PLASTICS, INC. [RULE 36 JUDGMENT]","2016-01385","673 F. App'x 1009","Nonprecedential","No","","Affirmed",""
15575,"2017-01-27","CAO GROUP, INC. v. BIOLASE TECHNOLOGY, INC. [RULE 36 JUDGMENT]","2016-01664","673 F. App'x 1010","Nonprecedential","No","","Affirmed",""
15576,"2017-02-09","GREATBATCH LTD. v. AVX CORPORATION [RULE 36 JUDGMENT]","2016-01875","679 F. App'x 1006","Nonprecedential","No","","Affirmed",""
15577,"2017-02-09","PPG INDUSTRIES, INC. v. VALSPAR SOURCING, INC. [OPINION]","2016-01406;2016-01409","679 F. App'x 1002","Nonprecedential","No","","Dismissed",""
15578,"2017-02-13","MPHJ TECHNOLOGY INVESTMENTS v. RICOH AMERICAS CORPORATION [OPINION]","2016-01243","847 F.3d 1363","Precedential","No","","Affirmed",""
15579,"2017-02-13","QUALTRICS, LLC v. OPINIONLAB, INC. [OPINION]","2016-01177","679 F. App'x 1016","Nonprecedential","No","","Affirmed",""
15580,"2017-02-13","LMK TECHNOLOGIES, LLC v. BLD SERVICES, LLC [RULE 36 JUDGMENT]","2016-01636;2016-01637;2016-01638","676 F. App'x 1009","Nonprecedential","No","","Affirmed",""
15581,"2017-02-13","IN RE: FERRI [RULE 36 JUDGMENT]","2016-01877","676 F. App'x 1010","Nonprecedential","No","","Affirmed",""
15582,"2017-02-13","IN RE: LOCKWOOD [OPINION]","2016-01371","679 F. App'x 1021","Nonprecedential","No","","Affirmed",""
15583,"2017-02-13","SUPERIOR COMMUNICATIONS, INC. v. VOLTSTAR TECHNOLOGIES, INC. [RULE 36 JUDGMENT]","2016-01204","676 F. App'x 1014","Nonprecedential","No","","Affirmed",""
15584,"2017-02-13","SPECK v. BATES [RULE 36 JUDGMENT]","2016-01879","676 F. App'x 1010","Nonprecedential","No","","Affirmed",""
15585,"2017-02-14","PERSONAL WEB TECHNOLOGIES, LLC v. APPLE, INC. [OPINION]","2016-01174","848 F.3d 987","Precedential","No","","Affirmed-in-part",""
15586,"2017-02-17","SLOT SPEAKER TECHNOLOGIES v. APPLE INC. [OPINION]","2015-02038;2015-02039","680 F. App'x 932","Nonprecedential","No","","Affirmed-in-part",""
15587,"2017-02-21","IN RE: DEPOMED, INC. [OPINION]","2016-01378","680 F. App'x 947","Nonprecedential","No","","Affirmed",""
15588,"2017-02-21","SECURE AXCESS, LLC v. PNC BANK NATIONAL ASSOCIATION [OPINION]","2016-01353","848 F.3d 1370","Precedential","No","","Reversed",""
15589,"2017-02-21","SECURE AXCESS, LLC v. EMC CORPORATION [RULE 36 JUDGMENT]","2016-01354","680 F. App'x 947","Nonprecedential","No","","Affirmed",""
15590,"2017-02-27","KNAUF INSULATION, INC. v. ROCKWOOL INTERNATIONAL A/S [OPINION]","2016-01184","680 F. App'x 956","Nonprecedential","No","","Affirmed",""
15591,"2017-02-27","IN RE: ALSABAH [RULE 36 JUDGMENT]","2016-01788","677 F. App'x 684","Nonprecedential","No","","Affirmed",""
15592,"2017-02-27","ICON HEALTH AND FITNESS, INC. v. STRAVA, INC. [OPINION]","2016-01475","849 F.3d 1034","Precedential","No","","Affirmed-in-part",""
15594,"2017-02-28","ELI LILLY AND COMPANY v. LOS ANGELES BIOMEDICAL [OPINION]","2016-01547","849 F.3d 1073","Precedential","No","","Affirmed",""
15595,"2017-02-28","LOS ANGELES BIOMEDICAL v. ELI LILLY AND COMPANY [OPINION]","2016-01518","849 F.3d 1049","Precedential","No","","Vacated",""
15596,"2017-03-02","SKULLCANDY, INC. v. CSR LIMITED [OPINION]","2016-01384","678 F. App'x 1018","Nonprecedential","No","","Affirmed",""
15597,"2017-03-07","HYUNDAI MOBIS CO., LTD. v. AUTOLIV ASP, INC. [RULE 36 JUDGMENT]","2016-01896","678 F. App'x 1020","Nonprecedential","No","","Affirmed",""
15598,"2017-03-07","POWER SURVEY, LLC v. L-3 COMMUNICATIONS HOLDINGS [RULE 36 JUDGMENT]","2016-01644;2016-01645;2016-01646","678 F. App'x 1020","Nonprecedential","No","","Affirmed",""
15599,"2017-03-07","PAICE LLC v. FORD MOTOR COMPANY [OPINION]","2016-01647","681 F. App'x 885","Nonprecedential","No","","Affirmed-in-part",""
15600,"2017-03-07","PAICE LLC v. FORD MOTOR COMPANY [OPINION]","2016-01412;2016-01415","681 F. App'x 904","Nonprecedential","No","","Affirmed",""
15601,"2017-03-07","MEIRESONNE v. GOOGLE, INC. [OPINION]","2016-01755","849 F.3d 1379","Precedential","No","","Affirmed",""
15603,"2017-03-08","MH SYSTEMS, INC. v. COLDHARBOUR MARINE LIMITED [RULE 36 JUDGMENT]","2016-01768","678 F. App'x 1021","Nonprecedential","No","","Affirmed",""
15604,"2017-03-10","ATHENAHEALTH, INC. v. CARECLOUD CORPORATION [RULE 36 JUDGMENT]","2016-01622","678 F. App'x 1025","Nonprecedential","No","","Affirmed",""
15605,"2017-03-10","TIETEX INTERNATIONAL LTD. v. PRECISION FABRICS GROUP, INC. [RULE 36 JUDGMENT]","2016-01748","680 F. App'x 1003","Nonprecedential","No","","Affirmed",""
15608,"2017-03-13","IN RE: SALWAN [OPINION]","2016-02079","681 F. App'x 938","Nonprecedential","No","","Affirmed",""
15609,"2017-03-14","NIDEC MOTOR CORPORATION v. ZHONGSHAN BROAD OCEAN MOTOR [OPINION]","2016-01900","851 F.3d 1270","Precedential","No","","Reversed",""
15610,"2017-03-15","BEAR CREEK TECHNOLOGIES, INC. v. CISCO SYSTEMS, INC. [RULE 36 JUDGMENT]","2016-01805","680 F. App'x 1015","Nonprecedential","No","","Affirmed",""
15611,"2017-03-17","IN RE: AFFINITY LABS OF TEXAS, LLC [RULE 36 JUDGMENT]","2016-01756","680 F. App'x 1017","Nonprecedential","No","","Affirmed",""
15612,"2017-03-17","AFFINITY LABS OF TEXAS, LLC v. SAMSUNG ELECTRONICS CO., LTD. [RULE 36 JUDGMENT]","2016-02022;2016-02023;2016-02024","680 F. App'x 1016","Nonprecedential","No","","Affirmed",""
15613,"2017-03-20","MOTOROLA MOBILITY LLC v. INTELLECTUAL VENTURES I LLC [RULE 36 JUDGMENT]","2016-01401;2016-01404","681 F. App'x 975","Nonprecedential","No","","Affirmed",""
15614,"2017-03-20","IN RE: CHUDIK [RULE 36 JUDGMENT]","2016-02171","681 F. App'x 977","Nonprecedential","No","","Affirmed",""
15615,"2017-03-20","ENOVA TECHNOLOGY CORP. v. SEAGATE TECHNOLOGY (US) [RULE 36 JUDGMENT]","2016-01287","681 F. App'x 974","Nonprecedential","No","","Affirmed",""
15618,"2017-03-27","INTELLECTUAL VENTURES II LLC v. COMMERCE BANCSHARES, INC. [OPINION]","2016-01519;2016-01520","682 F. App'x 891","Nonprecedential","No","","Affirmed-in-part",""
15619,"2017-03-27","IN RE: CHUDIK [OPINION]","2016-01817","851 F.3d 1365","Precedential","No","","Reversed",""
15620,"2017-03-28","GOOGLE INC. v. SIMPLEAIR, INC. [OPINION]","2016-01901","682 F. App'x 900","Nonprecedential","No","","Affirmed",""
15622,"2017-04-04","WASICA FINANCE GMBH v. CONTINENTAL AUTOMOTIVE SYSTEMS [OPINION]","2015-02078;2015-02079;2015-02093;2015-02096","853 F.3d 1272","Precedential","No","","Affirmed-in-part",""
15623,"2017-04-04","NOVARTIS AG v. NOVEN PHARMACEUTICALS INC. [OPINION]","2016-01678;2016-01679","853 F.3d 1289","Precedential","No","","Affirmed",""
15625,"2017-04-06","IN RE: HONEYWELL INTERNATIONAL INC. [RULE 36 JUDGMENT]","2016-01839","683 F. App'x 929","Nonprecedential","No","","Affirmed",""
15626,"2017-04-06","AMERISOURCEBERGEN v. FFF ENTERPRISES, INC. [RULE 36 JUDGMENT]","2016-02025","683 F. App'x 931","Nonprecedential","No","","Affirmed",""
15627,"2017-04-06","HILLCREST LABORATORIES, INC. v. MOVEA, INC. [RULE 36 JUDGMENT]","2016-01738","683 F. App'x 929","Nonprecedential","No","","Affirmed",""
15629,"2017-04-11","ZAGG INTELLECTUAL PROPERTY v. TECH 21 UK LTD. [RULE 36 JUDGMENT]","2016-01976","684 F. App'x 959","Nonprecedential","No","","Affirmed",""
15630,"2017-04-11","INTEGRATED CLAIMS SYSTEMS, LLC v. TRAVELERS LLOYDS OF TEXAS [RULE 36 JUDGMENT]","2016-02163;2016-02164","684 F. App'x 959","Nonprecedential","No","","Affirmed",""
15631,"2017-04-12","NOVARTIS AG v. TORRENT PHARMACEUTICALS [OPINION]","2016-01352","853 F.3d 1316","Precedential","No","","Affirmed",""
15632,"2017-04-14","IN RE: APPLE INC. [OPINION]","2016-01402","685 F. App'x 907","Nonprecedential","No","","Affirmed-in-part",""
15633,"2017-04-18","INTELLECTUAL VENTURES II LLC v. ERICSSON INC. [OPINION]","2016-01803","685 F. App'x 913","Nonprecedential","No","","Affirmed",""
15634,"2017-04-20","IPR LICENSING, INC. v. ZTE CORPORATION [OPINION]","2016-01374;2016-01443","685 F. App'x 933","Nonprecedential","No","","Affirmed-in-part",""
15636,"2017-04-21","PAICE LLC v. FORD MOTOR COMPANY [RULE 36 JUDGMENT]","2016-01746;2016-02034","685 F. App'x 950","Nonprecedential","No","","Affirmed",""
15637,"2017-04-21","PAICE LLC v. FORD MOTOR COMPANY [OPINION]","2016-01411;2016-02033","685 F. App'x 940","Nonprecedential","No","","Affirmed",""
15638,"2017-04-24","SYNOPSYS, INC. v. ATOPTECH, INC. [OPINION]","2016-01956;2016-01957","685 F. App'x 951","Nonprecedential","No","","Reversed",""
15640,"2017-04-24","AUTOLIV ASP, INC. v. HYUNDAI MOBIS CO., LTD. [OPINION]","2016-01895","685 F. App'x 962","Nonprecedential","No","","Affirmed-in-part",""
15641,"2017-04-25","SECURUS TECHNOLOGIES, INC. v. GLOBAL TEL LINK CORPORATION [OPINION]","2016-01992;2016-01993","685 F. App'x 979","Nonprecedential","No","","Affirmed-in-part",""
15642,"2017-05-01","EMC CORPORATION v. CLOUDING CORP. [OPINION]","2016-01999","686 F. App'x 857","Nonprecedential","No","","Vacated",""
15643,"2017-05-05","IN RE: AFFINITY LABS OF TEXAS, LLC [OPINION]","2016-01173","856 F.3d 902","Precedential","No","","Affirmed",""
15644,"2017-05-05","IN RE: AFFINITY LABS OF TEXAS, LLC [OPINION]","2016-01092;2016-01172","856 F.3d 883","Precedential","No","","Affirmed-in-part",""
15645,"2017-05-08","INTELLECTUAL VENTURES II LLC v. ERICSSON INC. [OPINION]","2016-01739;2016-01740;2016-01741","686 F. App'x 900","Nonprecedential","No","","Affirmed",""
15646,"2017-05-09","INTERMETRO INDUSTRIES CORP v. ENOVATE MEDICAL, LLC [RULE 36 JUDGMENT]","2016-02153;2016-02162","686 F. App'x 921","Nonprecedential","No","","Affirmed",""
15647,"2017-05-09","IN RE: LIPPERT [RULE 36 JUDGMENT]","2016-02255","688 F. App'x 910","Nonprecedential","No","","Affirmed",""
15648,"2017-05-09","NESTLE USA, INC. v. STEUBEN FOODS, INC. [OPINION]","2016-01750","686 F. App'x 917","Nonprecedential","No","","Vacated",""
15649,"2017-05-09","IN RE: PONIATOWSKI [OPINION]","2017-01346","688 F. App'x 912","Nonprecedential","No","","Affirmed",""
15651,"2017-05-10","CISCO SYSTEMS, INC. v. CIRREX SYSTEMS, LLC [OPINION]","2016-01143;2016-01144","856 F.3d 997","Precedential","No","","Affirmed-in-part",""
15652,"2017-05-10","IN RE: AT&T INTELLECTUAL PROPERTY II [OPINION]","2016-01830","856 F.3d 991","Precedential","No","","Affirmed",""
15653,"2017-05-11","LINKGINE, INC. v. VIGLINK, INC. [RULE 36 JUDGMENT]","2016-02087;2016-02088","689 F. App'x 965","Nonprecedential","No","","Affirmed",""
15654,"2017-05-11","ROVALMA, S.A. v. BOHLER-EDELSTAHL GMBH & CO. KG [OPINION]","2016-02233","856 F.3d 1019","Precedential","No","","Vacated",""
15655,"2017-05-11","E2INTERACTIVEv. BLACKHAWK NETWORK [OPINION]","2016-01775","689 F. App'x 957","Nonprecedential","No","","Affirmed",""
15656,"2017-05-15","IN RE: MEDICAL BIOMECH PARTNERSHIP [RULE 36 JUDGMENT]","2016-02159","689 F. App'x 975","Nonprecedential","No","","Affirmed",""
15657,"2017-05-15","TOSHIBA CORPORATION v. OPTICAL DEVICES, LLC [RULE 36 JUDGMENT]","2016-02012;2016-02013;2016-02014","689 F. App'x 976","Nonprecedential","No","","Affirmed",""
15659,"2017-05-31","INTELLECTUAL VENTURES II LLC v. MOTOROLA MOBILITY LLC [OPINION]","2016-01361","692 F. App'x 626","Nonprecedential","No","","Vacated",""
15660,"2017-04-25","DUKE UNIVERSITY v. BIOMARIN PHARMACEUTICAL INC. [OPINION]","2016-01106","685 F. App'x 967","Nonprecedential","No","","Affirmed-in-part",""
15661,"2017-05-03","INTERVET INC. v. E.I. DUPONT DE NEMOURS & CO. [RULE 36 JUDGMENT]","2016-02131","685 F. App'x 990","Nonprecedential","No","","Affirmed",""
15663,"2017-05-09","IPVENTURE, INC. v. FEDEX CORPORATION [RULE 36 JUDGMENT]","2016-01911","686 F. App'x 920","Nonprecedential","No","","Affirmed",""
15664,"2017-05-10","IN RE: FERNANDEZ [RULE 36 JUDGMENT]","2016-02611","688 F. App'x 917","Nonprecedential","No","","Affirmed",""
15665,"2017-05-10","IN RE: NUVASIVE, INC. [RULE 36 JUDGMENT]","2015-01838","689 F. App'x 954","Nonprecedential","No","","Affirmed",""
15666,"2017-05-10","IN RE: NUVASIVE, INC. [RULE 36 JUDGMENT]","2015-01839;2015-01840","689 F. App'x 955","Nonprecedential","No","","Affirmed",""
15667,"2017-05-10","IN RE: NUVASIVE, INC. [RULE 36 JUDGMENT]","2015-01842;2015-01843","689 F. App'x 954","Nonprecedential","No","","Affirmed",""
15668,"2017-05-31","IN RE: NUVASIVE, INC. [OPINION]","2015-01841","693 F. App'x 893","Nonprecedential","No","","Vacated",""
15669,"2017-06-06","CROSSROADS SYSTEMS, INC. v. CISCO SYSTEMS, INC. [OPINION]","2016-02017;2016-02026;2016-02027","694 F. App'x 780","Nonprecedential","No","","Affirmed",""
15671,"2017-06-06","CROSSROADS SYSTEMS, INC. v. ORACLE CORPORATION [OPINION]","2016-01930;2016-01931","690 F. App'x 665","Nonprecedential","No","","Affirmed",""
15672,"2017-06-07","SKKY, INC. v. MINDGEEK, S.A.R.L. [OPINION]","2016-02018","859 F.3d 1014","Precedential","No","","Affirmed",""
15674,"2017-06-09","RICHMOND v. COLEMAN CABLE, LLC [RULE 36 JUDGMENT]","2016-01773","690 F. App'x 682","Nonprecedential","No","","Affirmed",""
15676,"2017-06-09","HTC CORPORATION v. CELLULAR COMMUNICATIONS EQUIP. [RULE 36 JUDGMENT]","2016-01859","690 F. App'x 682","Nonprecedential","No","","Affirmed",""
15677,"2017-06-09","CREDIT ACCEPTANCE CORP. v. WESTLAKE SERVICES [OPINION]","2016-02001","859 F.3d 1044","Precedential","No","","Affirmed",""
15678,"2017-06-13","PLL TECHNOLOGIES, INC. v. XILINX, INC. [RULE 36 JUDGMENT]","2016-02219","691 F. App'x 625","Nonprecedential","No","","Affirmed",""
15679,"2017-06-13","PURDUE PHARMA, L.P. v. RECRO TECHNOLOGY LLC [OPINION]","2016-02260"," 694 F. App'x 794","Nonprecedential","No","","Affirmed",""
15680,"2017-06-14","HOME SEMICONDUCTOR CORPORATION v. SAMSUNG ELECTRONICS CO., LTD. [RULE 36 JUDGMENT]","2016-02214","691 F. App'x 626","Nonprecedential","No","","Affirmed",""
15681,"2017-06-15","EMERACHEM HOLDINGS, LLC v. VOLKSWAGEN GROUP OF AMERICA [OPINION]","2016-01984","859 F.3d 1341","Precedential","No","","Affirmed-in-part",""
15683,"2017-06-16","OUTDRY TECHNOLOGIES v. GEOX S.P.A. [OPINION]","2016-01769","859 F.3d 1364","Precedential","No","","Affirmed",""
15684,"2017-06-19","INTELLECTUAL VENTURES II LLC v. ERICSSON INC. [RULE 36 JUDGMENT]","2016-01955","691 F. App'x 628","Nonprecedential","No","","Affirmed",""
15685,"2017-06-19","GLOBAL TEL*LINK CORPORATION v. SECURUS TECHNOLOGIES, INC. [RULE 36 JUDGMENT]","2016-02135","691 F. App'x 628","Nonprecedential","No","","Affirmed",""
15686,"2017-06-19","COLE KEPRO INTERNATIONAL, LLC v. VSR INDUSTRIES, INC. [OPINION]","2016-02258","695 F. App'x 566","Nonprecedential","No","","Affirmed",""
15687,"2017-06-21","STORER v. CLARK [OPINION]","2015-01802","860 F.3d 1340","Precedential","No","","Affirmed",""
15688,"2017-06-23","SAMSUNG ELECTRONICS CO., LTD. v. STRAIGHT PATH IP GROUP, INC. [OPINION]","2016-02004;2016-02008;2016-02009;2016-02019;2016-02020;2016-02021;2016-02112;2016-02113;2016-02114;2016-02182;2016-02183;2016-02184","696 F. App'x 1008","Nonprecedential","No","","Affirmed",""
15689,"2017-07-03","SHINN FU COMPANY OF AMERICA v. TIRE HANGER CORPORATION [OPINION]","2016-02250","701 F. App'x 942","Nonprecedential","No","","Vacated",""
15690,"2017-07-06","HITACHI METALS, LTD. v. ALLIANCE OF RARE-EARTH [OPINION]","2016-01824;2016-01825","699 F. App'x 929","Nonprecedential","No","","Affirmed-in-part",""
15691,"2017-07-07","IPCOM GMBH & CO. v. HTC CORPORATION [OPINION]","2016-01474","861 F.3d 1362","Precedential","No","","Affirmed-in-part",""
15692,"2017-07-10","GOOGLE INC. v. INTELLECTUAL VENTURES II LLC [OPINION]","2016-01543;2016-01545","701 F. App'x 946","Nonprecedential","No","","Affirmed-in-part",""
15693,"2017-07-12","TRANSPERFECT GLOBAL, INC. v. MATAL [OPINION]","2016-01121","703 F. App'x 953","Nonprecedential","No","","Affirmed",""
15762,"2017-05-11","CASCADES PROJECTION LLC v. EPSON AMERICA, INC. [ORDER]","2017-01517;2017-01518","","Precedential","Yes","","",""
15763,"2016-03-15","DELL INC. v. ACCELERON, LLC. [OPINION]","2015-01513;2015-01514","818 F.3d 1293","Precedential","No","","Affirmed-in-part",""
15764,"2016-02-11","NIKE, INC. v. ADIDAS AG [OPINION]","2014-01719","812 F.3d 1326","Precedential","No","","Affirmed-in-part",""
15815,"2017-07-14","SECURUS TECHNOLOGIES, INC. v. GLOBAL TEL*LINK CORPORATION [OPINION]","2016-02573","701 F. App'x 971","Nonprecedential","No","","Affirmed","IPR2015-00155"
15817,"2017-07-17","HTC CORPORATION v. CELLULAR COMMUNICATIONS [OPINION]","2016-01858","701 F. App'x 978","Nonprecedential","No","","Affirmed","IPR2014-01133"
15818,"2017-07-19","HJS EMISSIONS TECHNOLOGY v. BASF CORPORATION [RULE 36 JUDGMENT]","2016-02440;2016-02441","693 F. App'x 909","Nonprecedential","No","","Affirmed","95/002,217; 95/002,220"
15819,"2017-07-24","LUNAREYE, INC. v. MATAL [RULE 36 JUDGMENT]","2016-01413;2016-01837","693 F. App'x 910","Nonprecedential","No","","Affirmed","IPR2014-00712; IPR2014-01213"
15820,"2017-07-24","THINK COMPUTER CORPORATION v. SQUARE, INC. [RULE 36 JUDGMENT]","2016-01818","693 F. App'x 911","Nonprecedential","No","","Affirmed","CBM2014-00159"
15821,"2017-07-25","HOME SEMICONDUCTOR CORPORATION v. SAMSUNG ELECTRONICS CO., LTD. [OPINION]","2016-02215","701 F. App'x 1006","Nonprecedential","No","","Reversed","IPR2015-00460"
15822,"2017-07-25","SPHERIX INCORPORATED v. MATAL [OPINION]","2016-01790","703 F. App'x 982","Nonprecedential","No","","Affirmed","IPR2014-01431"
15823,"2017-07-25","NETLIST, INC. v. DIABLO TECHNOLOGIES, INC. [OPINION]","2016-01742;2016-01743;2016-01744","701 F. App'x 1001","Nonprecedential","No","","Vacated","IPR2014-00882; IPR2014-00883; IPR2014-01011"
15824,"2017-07-26","SOFT GEL TECHNOLOGIES, INC. v. JARROW FORMULAS, INC. [OPINION]","2016-01814;2016-01815;2017-01051","864 F.3d 1334","Precedential","No","","Affirmed","95/002,396; 95/002,405, 95/002,411"
15825,"2017-07-27","AUDATEX NORTH AMERICA, INC. v. MITCHELL INTERNATIONAL, INC. [OPINION]","2016-01913;2016-01914","703 F. App'x 986","Nonprecedential","No","","Affirmed","CBM2014-00171; CBM2014-00173"
15827,"2017-08-01","HONEYWELL INTERNATIONAL INC. v. MEXICHEM AMANCO HOLDING S.A. [OPINION]","2016-01996","865 F.3d 1348","Precedential","No","","Vacated","95/002,189; 95/002,204"
15828,"2017-08-04","HOMELAND HOUSEWARES, LLC v. WHIRLPOOL CORPORATION [OPINION]","2016-01511","865 F.3d 1372","Precedential","No","","Reversed","IPR2014-00877"
15829,"2017-08-07","PERSONAL AUDIO, LLC v. ELECTRONIC FRONTIER FOUNDATION [OPINION]","2016-01123","867 F.3d 1246","Precedential","No","","Affirmed","IPR2014-00070"
15832,"2017-08-11","C-CATION TECHNOLOGIES, LLC v. ARRIS GROUP, INC. [RULE 36 JUDGMENT]","2016-02561","695 F. App'x 574","Nonprecedential","No","","Affirmed","IPR2015-00635; IPR2015-01796"
15833,"2017-08-15","PENTAIR WATER POOL AND SPA v. HAYWARD INDUSTRIES, INC. [RULE 36 JUDGMENT]","2016-02598","695 F. App'x 575","Nonprecedential","No","","Affirmed","95/002,005"
15834,"2017-08-15","IN RE: FRANCIS [RULE 36 JUDGMENT]","2016-02695","695 F. App'x 575","Nonprecedential","No","","Affirmed","13/111,698"
15835,"2017-08-17","GOLD STANDARD INSTRUMENTS, LLC v. US ENDODONTICS, LLC [OPINION]","2016-02597","696 F. App'x 507","Nonprecedential","No","","Affirmed","IPR2015-00632"
